1651591968,CNDBTC,6e-08,nan,0.0
1651591969,DARBTC,3.872e-05,nan,51.315789473684234
1651591969,VIBEBTC,4.2e-07,nan,0.0
1651591969,AVABTC,3.442e-05,nan,41.58415841584157
1651591969,ENSBTC,0.0006227,nan,24.93224932249315
1651591969,TRXBTC,1.88e-06,nan,50.0
1651591969,FLUXBTC,4.068e-05,nan,46.75324675324665
1651592090,CNDBTC,6e-08,nan,0.0
1651592090,DARBTC,3.894e-05,nan,53.329677217173334
1651592090,VIBEBTC,4.2e-07,nan,0.0
1651592090,AVABTC,3.443e-05,nan,42.181508308478996
1651592090,ENSBTC,0.0006268,nan,29.045550729479768
1651592090,TRXBTC,1.88e-06,nan,50.0
1651592091,FLUXBTC,4.066e-05,nan,46.33463905987686
1651592211,CNDBTC,6e-08,nan,0.0
1651592211,DARBTC,3.913e-05,nan,55.00696186735673
1651592211,VIBEBTC,4.2e-07,nan,0.0
1651592211,AVABTC,3.443e-05,nan,42.181508308478996
1651592211,ENSBTC,0.0006273,nan,29.53687541174372
1651592212,TRXBTC,1.88e-06,nan,50.0
1651592212,FLUXBTC,4.066e-05,nan,46.33463905987686
1651592332,CNDBTC,6e-08,nan,0.0
1651592332,DARBTC,3.877e-05,nan,51.357709331907174
1651592332,VIBEBTC,4.2e-07,nan,0.0
1651592332,AVABTC,3.443e-05,nan,42.181508308478996
1651592333,ENSBTC,0.0006262,nan,29.07469639597751
1651592333,TRXBTC,1.88e-06,nan,50.0
1651592333,FLUXBTC,4.066e-05,nan,46.33463905987686
1651592453,CNDBTC,6e-08,nan,0.0
1651592453,DARBTC,3.91e-05,nan,54.26022849183389
1651592453,VIBEBTC,4.2e-07,nan,0.0
1651592454,AVABTC,3.443e-05,nan,42.181508308478996
1651592454,ENSBTC,0.0006266,nan,29.493322814352773
1651592454,TRXBTC,1.87e-06,nan,46.09633961242958
1651592454,FLUXBTC,4.083e-05,nan,50.60575105260906
1651592574,CNDBTC,6e-08,nan,0.0
1651592575,DARBTC,3.894e-05,nan,52.67016237785958
1651592575,VIBEBTC,4.2e-07,nan,0.0
1651592575,AVABTC,3.443e-05,nan,42.181508308478996
1651592575,ENSBTC,0.0006206,nan,26.99902569348818
1651592575,TRXBTC,1.86e-06,nan,42.6238710815247
1651592575,FLUXBTC,4.069e-05,nan,47.36624789150928
1651592696,CNDBTC,6e-08,nan,0.0
1651592696,DARBTC,3.862e-05,nan,49.63465051934691
1651592696,VIBEBTC,4.2e-07,nan,0.0
1651592696,AVABTC,3.443e-05,nan,42.181508308478996
1651592696,ENSBTC,0.0006226,nan,29.0850736497904
1651592697,TRXBTC,1.87e-06,nan,46.8052904420544
1651592697,FLUXBTC,4.053e-05,nan,44.00675855765092
1651592913,CNDBTC,6e-08,nan,0.0
1651592914,DARBTC,3.838e-05,nan,47.49256138446623
1651592914,VIBEBTC,4.2e-07,nan,0.0
1651592914,AVABTC,3.442e-05,nan,41.63193556050142
1651592914,ENSBTC,0.0006223,nan,28.955563941777267
1651592914,TRXBTC,1.86e-06,nan,43.4974844522077
1651592914,FLUXBTC,4.085e-05,nan,51.22620983699354
1651593035,CNDBTC,6e-08,nan,0.0
1651593035,DARBTC,3.807e-05,nan,44.881859573358085
1651593035,VIBEBTC,4.2e-07,nan,0.0
1651593035,AVABTC,3.431e-05,nan,36.215933088578666
1651593035,ENSBTC,0.0006225,nan,29.17495109163999
1651593035,TRXBTC,1.87e-06,nan,47.378053365549825
1651593036,FLUXBTC,4.071e-05,nan,48.378582318524685
1651593156,CNDBTC,6e-08,-2.6469779601696886e-23,0.0
1651593156,DARBTC,3.817e-05,3.42369695961945e-08,45.883208484153585
1651593157,VIBEBTC,4.2e-07,2.117582368135751e-22,0.0
1651593157,AVABTC,3.423e-05,-7.038832466749054e-08,32.961741570149826
1651593158,ENSBTC,0.0006209,-8.920538255086053e-06,28.441770211570827
1651593158,TRXBTC,1.88e-06,-4.521599694907968e-09,50.89704815077237
1651593158,FLUXBTC,4.083e-05,-7.327838503480929e-08,50.82361234397077
1651593279,CNDBTC,6e-08,-2.6469779601696886e-23,0.0
1651593279,DARBTC,3.816e-05,-3.66048368103945e-09,45.79639133187368
1651593279,VIBEBTC,4.2e-07,2.117582368135751e-22,0.0
1651593279,AVABTC,3.419e-05,-8.145698454937859e-08,31.485662326790703
1651593279,ENSBTC,0.000617,-8.915717980329343e-06,26.73302567213891
1651593280,TRXBTC,1.86e-06,-5.406335514077835e-09,44.663719794897524
1651593280,FLUXBTC,4.093e-05,-5.5343370969189194e-08,52.76890283195169
1651593400,CNDBTC,6e-08,-2.6469779601696886e-23,0.0
